"고유번호","언어","상호명","콘텐츠URL","주소","신주소","전화번호","웹사이트","운영시간","운영요일","휴무일","교통정보"
"23476","zh-TW","首爾艦公園","https://tchinese.visitseoul.net/nature/首爾艦公園/TCP023466?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP023466","121-889 首爾市麻浦區望遠洞205-5 ","03954 首爾市麻浦區麻浦渡口街407 (望遠洞) ","+82-2-332-7500","http://hangang.seoul.go.kr","夏季(3~10月)：10:00~20:00 冬季(11~2月)：10:00~17:00","週二~週日","週一、元旦、春節、中秋節","2號線新村站8號出口搭乘9號社區巴士於望遠蓄水池站下車步行10分鐘 2號線弘益大學站1號出口搭乘9號社區巴士於望遠蓄水池站下車步行10分鐘 6號線望遠站1號出口搭乘9號社區巴士於望遠蓄水池站下車步行10分鐘 6號線合井站1號出口搭乘16號社區巴士於望遠蓄水池站下車步行10分鐘"
"2287","ko","홍제천","https://korean.visitseoul.net/nature/홍제천/KOP002287?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002287","120-090 서울 서대문구 홍제동 종로구, 서대문구, 마포구 일대","120-090 서울특별시 서대문구 홍제동 종로구, 서대문구, 마포구 일대 ","02-330-1025","http://www.sdm.go.kr/hongje","음악분수(4월3일~10월31일) 4,5,9,10월 9:00 ~ 19:00 6,7,8월 8:00 ~ 20:00  인공폭포(4월3일~10월31일) 12:00 ~ 13:00 (1시간) 13:30 ~ 14:00 (30분) 14:30 ~ 15:00 (30분) 15:30 ~ 16:00 (30분) 16:30 ~ 17:00 (30분) 17:30 ~ 18:00 (30분)","","","3호선 홍제 1번, 4번 출구 도보 5분 6호선 마포구청 2번, 3번 출구 도보 5분"
"28735","en","Sowol-gil","https://english.visitseoul.net/nature/Sowol-gil/ENP028658?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP028658"," 51-1, Namchang-dong, Jung-gu, Seoul, Korea ","04528 3, Sowol-ro, Jung-gu, Seoul, Korea (남창동, 에티버스타워) ","","http://english.seoul.go.kr/namsan-sowol-gil/","","","",""
"28689","zh-TW","望遠漢江公園","https://tchinese.visitseoul.net/nature/望遠漢江公園/TCP002841?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP002841","121-230 首爾市麻浦區望遠洞 205-4","04005 首爾市麻浦區麻浦渡口街 467 (望遠洞) ","+82-2-3780-0601","http://tchinese.seoul.go.kr/服務/文化/江/00-漢江公園/","24小時","","","6號線望遠站1號出口搭乘麻浦09社區公車，於望遠?水池下車 2號線合井站1號出口搭乘16號公車  "
"24098","zh-CN","?峰攀岩公?","https://chinese.visitseoul.net/nature/?峰攀岩公?/CNP001605?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP001605","133-080 首?市城???峰洞 269-4","04742 首?市城????堂路60街13-1 (?峰洞) ","+82-2-2286-6061 ","","","","","京?中央? ?峰洞站1?出口步行10分?  "
"2088","ja","マロニエ公園","https://japanese.visitseoul.net/nature/marronnier-park-jp/JPP002071?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002071","110-809 ソウル市鍾路?東崇洞 1-121","03087 ソウル市チョンノ(鐘路)?テハクロ104 (東崇洞)","+82-2-2148-4158","","","","","地下?4?線「ヘファ」?2番出口から徒?5分"
"11070","zh-CN"," 弘益文化公?","https://chinese.visitseoul.net/nature/弘大游??/CNP011070?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP011070"," 首?特?市麻浦?西?洞 359(弘益大?正?)"," 首?市麻浦?臥牛山路21街19-3 ","","","","","","距쎇6??上水站2?出口600米以?"
"669","zh-TW","北漢山國立公園 ","https://tchinese.visitseoul.net/nature/北漢山國立公園/TCP000369?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP000369","136-855 首爾江北區牛耳洞北漢山國家公園 ","02700 首爾市城北區輔國門路34街6-21 ","+82-2-909-0497","http://bukhan.knps.or.kr/","","","","3號線舊把撥站1號出口出來轉搭704或34號公車，在北漢山城下車"
"32858","en","Gaehwasan Mountain","https://english.visitseoul.net/nature/GaehwasanMountain/ENP032823?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP032823","157-220 846, Banghwa-dong, Gangseo-gu, Seoul ","07601 22, Yangcheon-ro, Gangseo-gu, Seoul ","+82-2-2600-4183","","","","","Subway Line 5, Banghwa Station, Exits 3 & 4"
"22077","zh-TW","佛岩山","https://tchinese.visitseoul.net/nature/佛岩山/TCP003828?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP003828","139-200 首爾市蘆原區中溪洞山26  佛岩山公園管理室","01716 首爾市蘆原區德陵路94街73 (中溪洞) ","+82-2-950-3395","https://www.nowon.kr/www/info/info1/info1_02.jsp","","","","4號線堂?站1、2號出口步行15~20分鐘 4號線上溪站1、4號出口步行20分鐘"
"37137","en","Herb Astronomy Park ","https://english.visitseoul.net/nature/HerbAstronomyPark/ENP037130?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP037130"," 86 Dunchon-dong, Gangdong-gu, Seoul, South Korea ","134-060 86 Dunchon-dong, Gangdong-gu, Seoul, South Korea ","+82 24801395","http://cafe.daum.net/herbparks/","","","",""
"37378","en","Ansan Mountain","https://english.visitseoul.net/nature/Ansan-Mountain/ENP037364?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP037364"," Yeonhui-dong, Seodaemun-gu, Seoul, South Korea ","03721 279-22 Tongil-ro, Yeonhui-dong, Seodaemun-gu, Seoul, South Korea ","+82-2-330-1114","","Daily","","",""
"29467","zh-TW","拜峰山近隣公園","https://tchinese.visitseoul.net/nature/拜峰山近隣公園/TCP029459?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP029459"," 首爾東大門區典農洞 山32-20 ","02509 首爾東大門區漢川路43街22（典農洞） ","+82-2-2127-4398","","","","",""
"29460","ja","ソルバッ近隣公園","https://japanese.visitseoul.net/nature/solbat-neighborhood-park-jp/JPP029458?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP029458","142-892 ソウル市江北?牛耳洞80 ","01007 ソウル市カンブク(江北)?サミャンロ561 (牛耳洞)ソルバッ近隣公園管理室","+82-2-901-6936","https://www.gangbuk.go.kr/tour/contents.do?key=352","","","","ウイシンソル線「サ.イルグミンジュミョジ」?2番出口から279m"
"28370","en","Sajik Park","https://english.visitseoul.net/nature/Sajik-Park/ENP028280?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP028280","110-054 1-28, Sajik-dong, Jongno-gu, Seoul ","03027 5, Sajik-ro 9-gil, Jongno-gu, Seoul ","+82-2-2148-2835","http://english.seoul.go.kr/service/amusement/parks/?pidx=4","","","Open year round","Subway Line 3, Gyeongbokgung Station, Exit 1"
"16407","en","Night Views at Maebongsan Mountain","https://english.visitseoul.net/nature/Night-Views--Maebongsan-Mountain/ENP016326?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP016326"," Maebongsan Park, Singdang-dong, Jung-gu, Seoul ","  ","","https://store.naver.com/attractions/detail?entry=plt&id=13491963&query=%EB%A7%A4%EB%B4%89%EC%82%B0","","","",""
"31931","en","Nodeul Island","https://english.visitseoul.net/nature/Nodeul-Island/ENP031922?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP031922","140-030 302-146, Ichon-dong, Yongsan-gu, Seoul ","04427 445, Yangnyeong-ro, Yongsan-gu, Seoul ","+82-2-749-4500","http://nodeul.org/","Outdoor space and facilities open 24 hours. March-October: Tue-Fri 10:00 - 21:00 (KST) / Weekends & Holidays 10:00 - 22:00 (KST) November-February: Tue-Sun 10:00 - 20:00 (KST)","","","Yongsan Station (subway line 1) exit 1 Sinyongsan Station (subway line 4) exit 3 Nodeul Station (subway line 9) exit 2 "
"3799","en","Bugaksan Mountain","https://english.visitseoul.net/nature/Bugaksan-Mountain/ENP003796?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP003796","110-817 1-1, Cheongun-dong, Jongno-gu, Seoul Area of Buam-dong"," 03038 42, Changuimun-ro, Jongno-gu, Seoul ","+82-2-730-9924","https://www.chf.or.kr/cms/content/view/849","* November - February 09:00 - 17:00 (Last entry at 15:00) * March - April & September - October 07:00 - 18:00 (Last entry at 16:00) * May - August 07:00 - 19:00 (Last entry at 17:00)","","","* Subway Line 3, Gyeongbokgung Station, Exit 3 (Take bus nos. 7212, 1020, or 7022 → Get off at Jahamun-gogae Overpass → 5 mins on foot) * Subway Line 3, Anguk Station, Exit 2 (Take bus no. 02 → Get off at the last stop → 25 mins on foot) * Subway Line 4, Hyehwa Station, Exit 1 (Take bus no. 08 → Get off at the last stop → 25 mins on foot)"
"28676","ja","ペクボム(白凡)?場公園","https://japanese.visitseoul.net/nature/baekbeom-square-park-jp/JPP028656?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP028656","100-873 ソウル市中??賢洞1街100-5 ","04633 ソウル市チュン(中)?トェゲロ8ギル49-4 (?賢洞1街)","+82-2-3396-5856","","","年中無休","","地下?1?線/4?線「ソウル」?8番出口 地下?4?線「フェヒョン」?4番出口"
"28662","en","Mangwon Hangang Park","https://english.visitseoul.net/nature/Mangwon-Hangang-Park/ENP002841?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP002841","121-230 205-4, Mangwon-dong, Mapo-gu, Seoul ","04005 467, Maponaru-gil, Mapo-gu, Seoul ","+82-2-3780-0601","http://english.seoul.go.kr/service/amusement/hangang/00-parks-hangang-river/","","","","* Subway Line 6, Mangwon Station, Exit 1 * Subway Lines 2 & 6, Hapjeong Station, Exit 1"
"29797","ko","백사실계곡","https://korean.visitseoul.net/nature/백사실계곡/KOP029797?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP029797","110-830 서울 종로구 신영동 115 ","03019 서울 종로구 세검정로6길 98 ","02-2148-2854","http://parks.seoul.go.kr/","","","","3호선 녹번역 2번 출구"
"27397","ko","서울식물원","https://korean.visitseoul.net/nature/서울식물원/KOP027397?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP027397"," 서울 강서구 마곡동 812 ","07789 서울 강서구 마곡동로 161 (마곡동, 서울식물원) ","02-2104-9716","botanicpark.seoul.go.kr","3~10월 09:30~18:00(17:00 입장 마감)   11~2월 09:30~17:00(16:00 입장 마감)","화~일 공원(열린숲, 호수원, 습지원) 연중무휴","월요일","9호선?공항철도 마곡나루역 3번 출구 "
"39376","ja","イヌァンサン(仁王山)夜景","https://japanese.visitseoul.net/nature/イヌァンサン仁王山夜景/JPP039306?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP039306"," ソウル市チョンノ(鍾路)?ムアク(毋岳)洞·山·2-7 ","03023 ソウル市チョンノ(鍾路)? トンイルロ18ナギル3 ","+82-2-2148-1114","","","?日","","地下?3?線「ムアクチェ」?1番出口から792m "
"2142","ja","オリンピック公園","https://japanese.visitseoul.net/nature/オリンピック公園/JPP002139?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002139","138-749 ソウル市松坡?方荑洞 ","05540 ソウル市ソンパ(松坡)?オリンピックロ424(方荑洞、オリンピック公園) ","+82-2-410-1114","https://www.ksponco.or.kr/olympicpark/","5:00-22:00 徒?や自?車 (?場地域は24:00)  6:00-22:00 車?の出搬入 ※施設の安全と訪問客の身?保護のため、22時以降は公園?への出入りを禁じます。","","","地下?8?線「モンチョントソン」?1番出口 地下?5?線「オリンピックゴンウォン(マチョン方面)」?3番出口"
"29844","zh-TW","白沙室溪谷","https://tchinese.visitseoul.net/nature/白沙室溪谷/TCP029797?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP029797","110-830 首爾市鍾路區新營洞115 ","03019 首爾市鍾路區洗劍亭路6街98 ","+82-2148-2854","http://parks.seoul.go.kr/","","","","3號線碌磻站2號出口"
"35920","zh-CN","?江??公?","https://chinese.visitseoul.net/nature/?江??公?/CNP035118?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP035118"," 8, Yeouido-dong, Yeongdeungpo-gu, Seoul, Korea ","07337 330, Yeouidong-ro, Yeongdeungpo-gu, Seoul, Korea (여의도동, 한강사업본부 여의도안내센터) ","","http://hangangartpark.kr/main/","","全年无休","","5?? 汝矣渡口站2,3?出口 京?中央? 二村站4?出口"
"35915","ja","ハンガン(漢江)芸術公園","https://japanese.visitseoul.net/nature/漢江芸術公園/JPP035118?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP035118"," 8, Yeouido-dong, Yeongdeungpo-gu, Seoul, Korea ","07337 330, Yeouidong-ro, Yeongdeungpo-gu, Seoul, Korea (여의도동, 한강사업본부 여의도안내센터) ","","http://hangangartpark.kr/main/","24時間","年中無休","",""
"2119","ko","월드컵공원","https://korean.visitseoul.net/nature/HEIDIHAUS/KOP002116?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002116","121-250 서울특별시 마포구 상암동 481-6 ","03900  서울특별시 마포구 하늘공원로 86 "," 02-300-5500","http://parks.seoul.go.kr/template/sub/worldcuppark.do","평화의 공원, 난지천공원, 난지한강공원은 상시개방 하늘공원, 노을공원은 일몰시간+2시간부터 공원 통제   (매달 통제시간이 다르니 홈페이지에서 확인 바랍니다.)","","","6호선 월드컵경기장 1번 출구 도보 5~10분  6호선 마포구청 8번 출구 도보 10~15분  "
"36992","zh-CN","瑞草文化??公?","https://chinese.visitseoul.net/nature/瑞草文化??公?/CNP036989?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP036989"," 首?市瑞草?良才洞200 ","06769 首?瑞草??默路12路40 ","+82-2-2155-8601","https://www.seocho.go.kr/site/seocho/04/10405010200002015070703.jsp","","","",""
"22445","ja","プラムサン(?岩山)","https://japanese.visitseoul.net/nature/Buramsan-Mountain-JP/JPP003828?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP003828","139-200 ソウル市蘆原?中?洞 山26 プラムサン(?岩山)公園管理室","01716 ソウル市ノウォン(蘆原)?トンヌンロ94ギル73 (中?洞)プラムサン(?岩山)公園管理室","+82-2-950-3395","https://www.nowon.kr/www/info/info1/info1_02.jsp","","","","地下?4?線「タンゴゲ」?1番、2番出口徒?15?20分 地下?4?線「サンゲ」?1番、4番出口徒?20分"
"28660","ja"," マンウォン·ハンガン(望遠·漢江)公園","https://japanese.visitseoul.net/nature/mangwon-hangang-park-jp/JPP002841?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002841","121-230 ソウル市麻浦?望遠洞205-4 ","04005 ソウル市マポ(麻浦)?マポナルギル467 (望遠洞)ハンガン(漢江)公園マンウォン(望遠)地?事務所","+82-2-3780-0601","http://japanese.seoul.go.kr/服務/カルチャ?エンジョイ/川/00-漢江公園/","24時間","","","地下?2?線「ハプチョン」?1番出口より16番バス利用（1500m） 地下?6?線「マンウォン」?1番出口より9番バス利用（2000m）   "
"29823","ja","チャムシル(쒧室)·ハンガン(漢江)公園","https://japanese.visitseoul.net/nature/jamsil-hangang-park-jp/JPP004023?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP004023","138-220 ソウル市松坡?쒧室洞1-1 ","138-220 ソウル市ソンパ(松坡)?ハンガラムロ65  (쒧室洞)","+82-2-3780-0511","https://japanese.seoul.go.kr/服務/カルチャ?エンジョイ/川/2-쒧室/","","","","地下?2?線「チャムシルナル」?3番、4番出口より900m 地下?2?線「チャムシル」?6番出口"
"24422","en","Oil Tank Culture Park","https://english.visitseoul.net/nature/Oil-Reservoir-Culture-Park/ENP023543?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP023543","121-250 661, Seongsan-dong, Mapo-gu, Seoul ","03914 87, Jeungsan-ro, Mapo-gu, Seoul ","+82-2-376-8410","http://parks.seoul.go.kr/template/sub/culturetank.do","Daily 10:00-18:00","","Closed Mondays * Park remains open year round","Subway Line 6, World Cup Stadium Station, Exits 2 & 3"
"4821","en","Dream Forest","https://english.visitseoul.net/nature/Dream-Forest/ENP004820?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP004820"," Wolgye-ro, Gangbuk-gu, Seoul 173"," 173, Wolgye-ro, Gangbuk-gu, Seoul ","+82-120","http://parks.seoul.go.kr/template/sub/dreamforest.do","Daily 00:00 - 24:00","","","* Subway Line 4, Miasageori Station, Exit 3 (10 mins by bus [Gangbuk local bus no. 09 or no. 11]) * Subway Line 6, Dolgoji Station, (6 mins by bus [Bus no. 147]) * Subway Lines 1 & 2, Wolgye Station, Exit 2 (8 mins by bus [Bus no. 147])"
"1799","ko","매화근린공원 ","https://korean.visitseoul.net/nature/매화공원/KOP001799?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001799","157-839 서울특별시 강서구 등촌1동 630-13 ","  ","02-2600-4187","http://parks.seoul.go.kr/parks/detailView.do?pIdx=18","","월~일","","9호선 증미역 4번 출구  "
"11071","zh-TW","弘益文化公園","https://tchinese.visitseoul.net/nature/弘大遊樂場公園/TCP011070?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP011070"," 首爾市麻浦區西橋洞 359 (弘益大學正門)"," 首爾市麻浦區臥牛山路21街19-3 ","","","24小時開放","","","距離6號線上水站2號出口600米以內"
"2043","ja","ホンヌン(洪陵)の森(洪陵樹木園)","https://japanese.visitseoul.net/nature/와이앤-컴퍼니/JPP002029?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002029","130-712 ソウル市東大門??싽里洞207 ","02455 ソウル市トンデムン(東大門)?フェギロ57 (?싽里洞)","+82-2-961-2777","http://eng-nifos.forest.go.kr/kfsweb/kfi/kfs/cms/cmsView.do?cmsId=FC_002150&mn=UEFR_04_02_02","[土曜日及び日曜日の自由??] 3月?10月 9:00-18:00 (KST) 11月?2月 9:00-17:00 (KST) [森解?プログラム] 火曜日?金曜日 10:30, 13:30, 15:30 (KST) 土曜日、日曜日 10:30, 14:00 (KST)","土曜日及び日曜日は予約なしで自由??可能","月曜日、5月1日、日曜日を除くすべての法定休日(土曜日または日曜日が法定休日の場合は休み)","地下?1?線?チョンニャンニ??2番出口から徒?15分    地下?6?線?コリョデ??3番出口から徒?10分"
"45406","zh-TW","楊花漢江公園","https://tchinese.visitseoul.net/nature/2024-yanghwahangang/TCPe5w2yc?utm_source=seoulopendata&utm_medium=nature&utm_content=TCPe5w2yc"," 서울 영등포구 당산동 98-1 ","07231 首爾市永登浦區鷺得路221(堂山洞 96-1) ","+82-2-3780-0581~3","","年終無休","","","2、9號線 堂山站 3號出口"
"27786","zh-CN","西涯?","https://chinese.visitseoul.net/nature/西涯?/CNP027688?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP027688","137-040 首?市瑞草??浦洞115-5 ","06500 首?市瑞草?新?浦路11街40 (?浦洞) ","+82-2-3780-0541","http://www.seocho.go.kr","24小?","","全年无休","9??新?浦站1?出口"
"1943","ko","용마폭포공원","https://korean.visitseoul.net/nature/용마폭포공원/KOP001943?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001943","131-812 서울 중랑구 면목동 산 1-4 ","02257 서울 중랑구 용마산로 250-12 (면목동, 용마폭포공원관리사무소) ","02-2094-2965","http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200599","※ 인공폭포 가동기간 : 5~8월(4개월간) 탄력적운영","월~일","","7호선 용마산역 2번 출구 도보 5분"
"16434","zh-CN","?天公?夜景","https://chinese.visitseoul.net/nature/天空公?夜景/CNP016322?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP016322"," 481-72, Sangam-dong, Mapo-gu, Seoul, Korea ","03900 95, Haneulgongwon-ro, Mapo-gu, Seoul, Korea (상암동, 탐방객안내소) ","","","","","",""
"91","ja","チョンゲチョン(??川)","https://japanese.visitseoul.net/nature/??川/JPP000034?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP000034","110-110 ソウル市鍾路?瑞麟洞141 ","03187 ソウル市チョンノグ(鍾路?)チョンゲチョンロ17 (瑞麟洞)","+82-2-2290-6114","http://www.sisul.or.kr/grobal/cheonggye/jap/WebContent/index.html","","","","1?線シチョン?4番出口から徒?5分    4?線トンデムン?6·8番出口から徒?5分    2?線ウルチロイック?2·3番出口から徒?10分   "
"36955","ja","秋の紅葉道：ナムサン(南山)南側循環路","https://japanese.visitseoul.net/nature/秋の紅葉道：南山南側循環路/JPP036947?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP036947"," ソウル市龍山?龍山洞2街山1-3 ","04340 ソウル市ヨンサン(龍山)?ナムサンゴンウォンギル126 (龍山洞2街)","+82-2-2199-7623（龍山?公園?地課）","https://www.seoul.go.kr/storyw/autumn/list.do","","","",""
"36995","zh-TW","瑞草文化藝術公園","https://tchinese.visitseoul.net/nature/瑞草文化藝術公園/TCP036989?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP036989"," 首爾市瑞草區良才洞200 ","06769 首爾市瑞草區岩山路12街40 (良才洞，瑞草文化公園) ","+82-2-2155-8601","https://www.seocho.go.kr/site/seocho/04/10405010200002015070703.jsp","24小時開放","","","新盆唐線良才市民之林站5號出口步行677米"
"4822","zh-CN","北首??之林","https://chinese.visitseoul.net/nature/北首??之林북/CNP004820?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP004820"," 江北?月溪路173 "," 首?市江北?月溪路173 ","+82-120","http://parks.seoul.go.kr/template/sub/dreamforest.do","每日 00:00 - 24:00","","","4?? ?阿三?路站1?出口出?后?乘江北09,11?社?巴士10分??到 6?? 石串(Dolgoji)站3?出口出?后?乘147?公?6分??到  1?? 月? 2?出口出?后?乘147?公?8分??到  "
"3800","zh-TW","北岳山(首爾漢陽都城)","https://tchinese.visitseoul.net/nature/北岳山-북악산/TCP003796?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP003796","110-817 首爾市鍾路區付岩洞 ","03020 首爾市鍾路區彰義門路42 ","+82-2-730-9924","https://www.chf.or.kr/cms/content/view/849","3~4月,9~10月：07:00~18:00 5~8月：07:00~19:00 11~2月：09:00~17:00","週一~週日","","4號線惠化站1號出口"
"39324","en","Inwangsan Night Views","https://english.visitseoul.net/nature/Inwangsan-Night-Views/ENP039306?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP039306"," 2-7, Muak-dong, Jongno-gu, Seoul ","03023 3, Tongil-ro 18na-gil, Jongno-gu, Seoul ","+82-2-2148-1114","","","","","Subway Line 3, Muakjae Station, Exit 1 (10 mins on foot)"
"27721","ja","ソレ島","https://japanese.visitseoul.net/nature/seoraeseom-island-jp/JPP027688?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP027688","137-040 ソウル市瑞草?盤浦洞 115-5","06500 ソウル市ソチョ(瑞草)?シンバンポロ11ギル40 (盤浦洞)ハンガン(漢江)公園パンポ(盤浦)案?センタ?","+82-2-3780-0541","","24時間","","年中無休","地下?9?線「新盤浦」?1番出口 "
"23907","zh-CN","高德水?生?公?","https://chinese.visitseoul.net/nature/高德水?生?公?/CNP002130?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP002130","134-080 首?市江??高德洞  374-1 일대"," 首?市江??高德洞374-1一? ","+82-02-426-0755","http://hangang.seoul.go.kr/archives/352","","","","5?? 上一洞站1?出口"
"11238","en","Road of Wind and Seoul Color Park at Mapodaegyo Bridge","https://english.visitseoul.net/nature/Road-of-Wind-Street-and-Seoul-Color-Park-at-Mapodaegyo-Bridge/ENP011234?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP011234","  ","07337, 330,?Yeouidong-ro,?Yeongdeungpo-gu,?Seoul ","+82-2-3780-0561","","","","","Subway Line 5 & 9, Yeouido Station, Exit 2"
"23475","en","Seoul Battleship Park","https://english.visitseoul.net/nature/Seoul-Battleship-Park/ENP023466?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP023466","121-889  205-5, Mangwon-dong, Mapo-gu, Seoul ","03954 407, Maponaru-gil, Mangwon-dong, Mapo-gu, Seoul ","+82-2-332-7500","","* March to October: 10:00 - 20:00 * November to February: 10:00 - 17:00","","Closed Mondays, January 1  & Lunar New Year's Day","* Subway Line 2, Sinchon Station, Exit 8 * Subway Line 2/Gyeongui-Jungang Line/AREX, Hongik University Station, Exit 1 * Subway Line 6, Mangwon Station, Exit 1 * Subway Lines 2 & 6, Hapjeong Station, Exit 1"
"23803","en","Hwarang-ro: Fallen Leaves Street","https://english.visitseoul.net/nature/HwarangroStreet/ENP008020?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP008020","139-240 Gongneung-dong, Nowon-gu, Seoul ","01805 Gongneung-dong, Nowon-gu, Seoul ","+82-2-120","","","","","Subway Line 6, Hwarangdae Station, Exits 3 & 4 (10 mins on foot)"
"37529","ko","백련산","https://korean.visitseoul.net/nature/백련산/KOP037529?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP037529"," 서울 서대문구 홍은동 ","03651 서울 서대문구 홍은동 ","","","","","",""
"2210","ko","몽촌토성","https://korean.visitseoul.net/nature/몽촌토성/KOP002210?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002210","138-050 서울 송파구 방이동 88","05540 서울특별시 송파구 올림픽로 424  (방이동) ","02-2147-2001","","몽촌토성  도보나 자전거 출입 : 05:00 ~ 22:00  차량 출입 : 06:00 ~ 22:00  몽촌역사관  09:00 ~ 18:00 ","매일","","8호선 몽촌토성 1번 출구 5호선(마천방면) 올림픽공원 3번 출구 도보 15분  "
"3634","en","Namsan Park","https://english.visitseoul.net/nature/NamsanPark/ENP003631?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP003631","140-190 5-6, Yejang-dong, Jung-gu, Seoul ","04628 231, Samil-daero, Jung-gu, Seoul ","+82-2-3783-5900","http://parks.seoul.go.kr/template/sub/namsan.do","* Observatory: 09:00 - 23:00 * Cable Car: 10:00 - 23:00  ※ Patriot Ahn Jung Geun Memorial Hall * March - October 10:00 - 18:00 * November - February 10:00 - 17:00","","","* Subway Line 4, Myeongdong Station, Exit 1 (10 mins on foot) * Subway Line 4, Hoehyeon Station, Exit 4 (20 mins on foot)"
"36844","en","Geumseonsa Temple","https://english.visitseoul.net/nature/GeumseonsaTemple/ENP036843?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP036843"," 196-2, Gugi-dong, Jongno-gu, Seoul ","03000 137, Bibong-gil, Jongno-gu, Seoul ","+82-2-395-9911","http://www.geumsunsa.org/","","","",""
"29938","ja","パンポ·ハンガン(盤浦·漢江)市民公園","https://japanese.visitseoul.net/nature/banpo-hangang-park-jp/JPP003968?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP003968","137-040 ソウル市瑞草?盤浦洞115-5 ","137-040 ソウル市ソチョ(瑞草)?シンバンポロ11ギル39 (盤浦洞)","+82-2-591-5943","https://hangang.seoul.go.kr/archives/46727","24時間 * 月光虹噴水運?時間（20分間） 4月?6月、9月?10月 平日 12:00 / 20:00 / 20:30 / 21:00 休日 12:00 / 19:30 / 20:00 / 20:30 / 21:00  7月?8月 平日 12:00 / 19:30 / 20:00 / 20:30 / 21:00  休日 12:00 / 19:30 / 20:00 / 20:30 / 21:00 / 21:30","","","地下?3?線「コソクタ?ミナル」?8-1番、8-2番出口 地下?4?線「トンジャク」?1番、2番出口  "
"38785","ko","응봉산 팔각정 ","https://korean.visitseoul.net/nature/응봉산-팔각정/KOP038785?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP038785"," 서울 성동구 금호동4가 1539 ","04743 서울 성동구 독서당로 362 (응봉산팔각정 공중화장실) ","02-2286-6061","","00:00 ~ 24:00","매일","","경의중앙 응봉역 1번 출구에서 895m"
"23455","ja","マンウリ(忘憂里)公園","https://japanese.visitseoul.net/nature/manguri-park-jp/JPP002100?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002100","  ","02178  ソウル市チュンナン(中浪)?マンウロ91ギル2 ","+82-2-2094-6824","http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200601","24時間","","","京義中央線「ヤンウォン」?2番出口 "
